N,P,K,temperature,humidity,ph,rainfall,label,Region,Soil_Type,Growing_Season,Yield_kg_per_hectare,Growth_Days,Irrigation_Method,Pest_Incidents,Fertilizer_Application,Fertilizer_kg_ha,Organic_Matter_Percentage,Crop_Rotation,Seed_Rate_kg_ha,Market_Price_USD_per_kg,Water_Source
70,62,41,21.294209641279174,79.19335299251031,5.928626861146116,208.89265760960336,rice,Southern,Alluvial,Monsoon,2438,116,Flood,High,Medium,118,1.8,Vegetables,41,0.48,Reservoir
33,17,35,26.353579680745714,94.91738710813047,5.901181647022626,220.34203991102854,coconut,Southern,Loamy,Perennial,15380,1719,Drip,Medium,Medium,267,2.6,Fallow,181,1.22,Rain
115,44,30,24.363724542771532,61.222514557012644,7.34976024012939,137.86013542609578,coffee,Southern,Sandy Loam,Perennial,2099,1115,Sprinkler,Medium,High,266,3.5,Fallow,1381,2.86,Well
34,21,36,24.148409194131645,96.48156418062293,6.597920933074015,75.1278511985313,pomegranate,Southern,Sandy Loam,Perennial,13426,597,Drip,Medium,High,271,2.2,Fallow,1,2.26,Canal
136,39,11,22.43387385812018,81.68337782931371,6.610081172920769,105.05145806389588,cotton,Central,Sandy Loam,Kharif,1541,183,Flood,Medium,High,184,1.8,Pulses,20,2.2,Canal
33,132,196,31.010746841934505,78.57777804387474,5.955695263858986,116.75441526077043,grapes,Western,Sandy Loam,Perennial,16198,1070,Drip,Medium,High,253,3.7,Fallow,1427,1.02,Canal
41,139,200,42.67833242854455,85.40756984530962,5.712897193390936,52.50233536361575,grapes,Southern,Sandy Loam,Perennial,22180,803,Drip,Medium,High,288,3.7,Fallow,1636,2.16,Well
39,79,12,34.95475216419764,28.974842393041854,5.302509811780578,154.53192471235536,pigeonpeas,Southern,Loamy,Monsoon,1796,167,Flood,High,Low,59,1.5,Cotton,15,1.06,Well
10,36,24,28.11202016928128,88.28881736727281,6.769460180003225,69.55059189152291,mungbean,Northern,Sandy Loam,Spring,1440,71,Sprinkler,Medium,Low,68,1.9,Vegetables,21,0.68,Well
4,38,18,29.38836033200771,90.80883760950776,6.607555161605557,43.16581442811616,mungbean,Northern,Sandy Loam,Spring,1080,77,Sprinkler,Medium,Medium,34,2.3,Rice,23,1.11,Well
20,30,24,26.97538146237582,52.842058585609465,4.408114088369633,67.28700997727489,mango,Southern,Loamy,Perennial,17075,1717,Drip,High,High,200,2.1,Fallow,107,1.68,Canal
30,61,19,33.797399559921935,57.52942632483156,6.791352349493422,44.66627940864528,blackgram,Central,Clay Loam,Rabi,1154,89,Sprinkler,Medium,Medium,53,1.6,Cotton,18,1.03,Well
29,38,22,27.1663204157336,90.73921546360116,6.663764897543762,90.52063563645403,mungbean,Northern,Loamy,Spring,1304,90,Sprinkler,Low,Low,40,1.2,Vegetables,15,0.97,Canal
41,61,49,34.08111548256391,88.05940399705986,6.506426892765243,256.7286416220362,papaya,Eastern,Loamy,Perennial,26402,350,Drip,High,High,364,3.5,Fallow,2175,0.9,Canal
25,73,23,30.40031467964158,46.80482640647745,6.827163706948375,158.92583571730881,pigeonpeas,Southern,Loamy,Monsoon,1130,130,Drip,High,Medium,38,1.6,Rice,20,1.14,Well
41,149,200,37.20549591115166,78.1129354677348,6.2090948502745285,38.15711031389109,grapes,Southern,Loamy,Perennial,22754,760,Drip,Medium,High,260,3.8,Vegetables,1456,1.4,Canal
111,33,31,26.063252180124255,69.7169814886401,6.866031369041384,125.56826351149303,coffee,Southern,Loamy,Perennial,2221,1413,Sprinkler,High,Medium,242,2.9,Fallow,1402,3.58,Reservoir
6,8,34,27.299114144381168,97.85589484274809,5.956538870732602,219.0879497721406,coconut,Southern,Sandy,Perennial,16790,1613,Flood,High,High,196,2.8,Fallow,161,0.74,Well
34,129,200,36.31655990851412,87.76424855997931,6.283005985385776,45.35861711896469,grapes,Southern,Loamy,Perennial,22596,777,Drip,Medium,High,282,2.1,Fallow,1480,1.87,Well
9,51,18,33.94372808564447,48.44412364894203,7.255962464273926,147.0112872574768,pigeonpeas,Central,Loamy,Monsoon,1437,135,Drip,High,Low,41,2.2,Rice,16,0.69,Rain
45,60,47,36.668719840849114,89.07770874422617,6.41542557643633,102.11681186521125,papaya,Southern,Sandy Loam,Perennial,30896,289,Drip,Medium,High,341,2.8,Vegetables,2139,1.19,Canal
118,23,34,22.82323993917487,61.05685676597199,7.372688138618527,135.92875414323322,coffee,Southern,Loamy,Perennial,1132,1116,Drip,High,Medium,257,2.8,Fallow,1534,3.0,Well
38,62,53,29.41813982411948,92.31230362364931,6.943963411883724,34.391815110111445,papaya,Southern,Sandy Loam,Perennial,26636,324,Drip,Medium,High,246,3.4,Vegetables,1890,0.54,Well
111,32,52,24.081218207521747,80.41275698450804,6.4548166206456,7.198630190578669,watermelon,Western,Sandy,Spring,24727,86,Sprinkler,Low,Medium,120,1.5,Rice,2,0.3,Well
37,24,29,29.498366046746895,45.77577868861601,6.731799821457475,121.8248553943403,mango,Western,Sandy Loam,Perennial,18377,1799,Flood,High,Medium,383,3.8,Fallow,133,1.34,Canal
106,73,52,25.155220934938033,81.3333728161062,5.941560304710784,88.69770173443092,banana,Eastern,Loamy,Perennial,36002,340,Drip,Medium,High,493,2.4,Vegetables,1703,0.66,River
21,18,9,28.560368006594423,92.14794633628236,6.5626348200239395,128.23169762734258,orange,Central,Sandy Loam,Perennial,20932,1335,Drip,Medium,Medium,260,2.4,Fallow,695,0.77,Well
40,19,17,29.270658092198218,94.99583534777094,7.561900303786171,58.7768129164255,orange,Western,Loamy,Perennial,24484,1371,Drip,Medium,High,311,3.4,Fallow,568,1.3,Reservoir
86,38,39,19.835232470348533,85.18846310944329,6.225832835986984,325.48066723456935,rice,Eastern,Alluvial,Monsoon,5125,111,Flood,High,Medium,150,1.9,Vegetables,41,0.44,River
19,35,27,27.43726081990065,45.27723224345429,7.987121981080134,72.59214831605091,mothbeans,Western,Sandy,Kharif,1375,66,Flood,Low,Low,36,0.9,Fallow,12,1.04,Rain
76,38,49,27.469600556395033,82.91200343738443,6.818335100429882,128.5646887911723,jute,Northern,Clay Loam,Kharif,3073,109,Flood,Medium,Medium,107,3.0,Pulses,10,1.3,Rain
23,11,27,29.13088797121125,87.85379598215401,5.864672954155078,177.23374797598802,coconut,Southern,Sandy Loam,Perennial,10397,1742,Drip,High,High,250,1.9,Fallow,172,1.02,Well
61,45,48,43.75091231078055,93.65346596396509,6.116774882872767,47.48350789944766,papaya,Southern,Sandy Loam,Perennial,33918,343,Drip,Medium,High,323,2.3,Vegetables,1983,0.8,Canal
13,46,21,26.25566178281817,87.78758974152737,6.092584457944536,29.845601755542404,mungbean,Central,Sandy Loam,Spring,955,89,Sprinkler,Medium,Low,61,2.1,Wheat,22,0.81,Rain
22,82,17,20.01256395872005,16.761269941788107,5.674321055709828,154.00311846131092,kidneybeans,Western,Loamy,Rabi,1896,101,Drip,Low,Medium,51,2.8,Wheat,73,0.72,Well
117,28,48,25.1825147839079,81.7706185936819,7.113626840637096,0.0,watermelon,Southern,Sandy Loam,Summer,23081,110,Sprinkler,Medium,Medium,198,2.4,Rice,2,0.49,River
37,64,13,26.745990458559824,61.82200506295683,6.01917518968808,47.23276824116552,blackgram,Southern,Black,Kharif,966,87,Sprinkler,High,Low,47,1.5,Vegetables,16,1.05,Well
12,5,12,30.831464765289553,91.98421774436918,6.201835906544865,134.55639263662852,orange,Central,Sandy Loam,Perennial,12433,1140,Drip,Medium,High,247,3.0,Fallow,544,1.37,Canal
35,47,18,25.36413724022078,57.822049680786954,5.645414531423457,46.82341436066467,mothbeans,Central,Loamy Sand,Kharif,1254,66,Sprinkler,Medium,Low,49,1.4,Maize,12,0.99,Well
37,43,18,31.10558297803023,53.579625998307435,6.876297132792522,63.019134911035366,mothbeans,Western,Loamy Sand,Kharif,1048,68,Flood,Medium,Low,30,1.9,Fallow,12,0.92,Rain
17,53,23,20.7589822226122,23.0032153105864,5.971785839743876,67.34757850827083,kidneybeans,Northern,Sandy Loam,Summer,1040,87,Drip,Medium,Medium,50,1.6,Wheat,64,0.91,Rain
81,40,42,21.050948162876992,81.48607644874329,7.443767173096982,171.36644894200677,rice,Eastern,Clay,Kharif,5337,117,Flood,High,High,148,2.7,Fallow,42,0.35,Canal
28,55,25,28.212384599993097,51.19850108925988,7.577613592855103,90.12383192769045,mothbeans,Western,Loamy Sand,Kharif,1388,67,Flood,Medium,Low,28,2.0,Fallow,14,0.97,Well
26,40,21,28.882492383313963,77.04368877353323,7.523151805566616,70.25070949644123,mungbean,Central,Sandy Loam,Kharif,1214,87,Flood,Medium,Low,68,1.6,Wheat,17,1.15,Rain
77,72,49,26.218431359899462,83.29952274216792,5.401509428654904,88.64447976245305,banana,Southern,Alluvial,Perennial,41029,367,Drip,Medium,High,457,4.7,Vegetables,1865,0.84,Canal
85,34,42,25.59993217840058,85.80945089212034,6.311516214724922,185.9481558911335,jute,Northern,Loamy,Kharif,2930,112,Flood,Low,Medium,135,1.7,Pulses,9,1.24,River
85,26,53,26.215938209739363,89.511919815889,6.472289541390982,101.665295265443,watermelon,Southern,Sandy Loam,Spring,22701,94,Drip,Low,Medium,147,2.8,Rice,2,0.43,River
14,13,13,12.766357358539485,98.20892203454741,7.892461593528257,144.56669030777078,orange,Southern,Sandy Loam,Perennial,22961,1167,Drip,High,High,222,3.6,Fallow,485,0.74,Reservoir
27,128,200,23.409413989557752,92.54463758409078,6.190009730048132,94.34887023919248,apple,Northern,Loamy,Perennial,20708,1711,Drip,High,Medium,151,3.0,Fallow,433,0.95,Reservoir
110,33,19,23.93859008420842,71.60237464229087,6.668509974066604,95.19886143259842,cotton,Western,Sandy Loam,Monsoon,1865,194,Flood,High,High,246,1.1,Pulses,15,1.74,Rain
97,33,54,29.02492516664727,86.30577016572445,6.786118090279864,48.060125452313095,muskmelon,Northern,Sandy,Spring,12712,94,Drip,Low,High,130,1.2,Fallow,2,0.44,Canal
28,28,14,28.638467365043574,95.42333891437193,7.593379877408576,108.67133155684293,orange,Central,Loamy,Perennial,23880,1295,Drip,High,High,227,3.1,Fallow,616,1.12,Reservoir
24,80,22,33.72723568576382,37.29663689595038,4.846570469280863,148.55230990259454,pigeonpeas,Southern,Loamy,Monsoon,1545,170,Flood,Medium,Medium,41,1.7,Cotton,18,0.72,Well
56,67,49,34.847664797553854,96.27603326549779,7.105463125148777,217.9022937463724,papaya,Southern,Sandy Loam,Perennial,23113,326,Drip,High,High,248,2.5,Vegetables,2221,0.94,Canal
119,59,13,22.04411486340033,78.95019847045505,7.609702150857715,105.8521820835027,cotton,Central,Black,Monsoon,3481,190,Drip,Medium,Medium,125,1.8,Wheat,15,1.57,Rain
107,20,54,26.790441710453468,92.17523530234749,6.728825425153628,7.392723518272277,watermelon,Southern,Sandy,Summer,17921,91,Drip,Medium,High,178,2.6,Rice,3,0.27,Canal
87,8,50,27.814734310703493,90.22468563301256,6.812937307267211,27.23411318842309,muskmelon,Northern,Sandy,Spring,14263,111,Drip,Low,Medium,157,1.9,Rice,3,0.45,Well
79,25,31,26.246152826786393,48.44356633595071,7.494029746692847,184.74790242219126,coffee,Southern,Loamy,Perennial,2002,1210,Sprinkler,Medium,High,196,3.1,Fallow,1250,3.27,Rain
21,25,45,22.888427560871204,86.14949230233181,5.757679868476663,106.03080910509257,pomegranate,Southern,Loamy,Perennial,9955,683,Drip,Medium,High,196,2.3,Vegetables,1,1.84,Canal
67,39,37,22.994440480730006,79.97296550917818,5.241300348857477,167.45168232731137,rice,Southern,Alluvial,Kharif,5077,135,Flood,Medium,High,177,1.6,Fallow,41,0.26,Reservoir
110,28,28,24.979954940464886,59.100287587028916,6.119647016211956,212.02561420511086,coffee,Southern,Red,Perennial,1448,1169,Drip,High,Medium,180,2.8,Fallow,1755,2.64,Rain
19,73,72,17.94128205824927,21.018687007963877,8.856454311704567,118.49830505359395,chickpea,Northern,Clay Loam,Rabi,1537,111,Flood,Medium,Medium,70,1.1,Fallow,82,1.05,Rain
34,133,198,11.270944564503605,81.32910791206436,5.993886535114261,40.31945111505384,grapes,Southern,Sandy Loam,Perennial,20793,766,Drip,High,High,337,2.2,Vegetables,1647,1.32,Canal
89,8,57,26.574673479995745,83.74441700142532,6.798825376635797,92.05485607412182,watermelon,Western,Sandy Loam,Summer,20936,107,Sprinkler,Low,High,192,2.7,Rice,3,0.36,Canal
68,40,43,25.074561945266066,74.45058662748836,7.142166411687276,159.71491796100048,jute,Northern,Clay Loam,Monsoon,2160,104,Flood,Low,Medium,98,2.7,Pulses,8,1.19,Rain
86,9,52,26.78514177082555,94.34165700344822,6.570952210185996,74.26685728612475,muskmelon,Western,Sandy Loam,Spring,19011,99,Sprinkler,Medium,Medium,162,1.7,Vegetables,3,0.48,Well
49,53,47,21.42160219584661,91.79074886056237,6.865405525072461,126.84393508787528,papaya,Eastern,Sandy Loam,Perennial,25388,318,Drip,High,High,394,2.0,Vegetables,1939,0.88,Well
62,45,15,20.55281757736491,67.25755425947133,6.790034082853418,99.93652444659588,maize,Northern,Sandy Loam,Kharif,2873,102,Sprinkler,Medium,Medium,127,1.6,Pulses,25,0.35,Rain
62,55,22,22.981731378855358,62.95646170582239,5.309552530817454,119.1444370402682,maize,Central,Loamy,Kharif,3287,101,Sprinkler,Medium,Medium,167,2.6,Rice,20,0.31,Rain
73,56,19,21.38106959156975,52.8778893951738,7.099671934552757,79.72351439287876,maize,Central,Sandy Loam,Kharif,4488,84,Flood,Low,High,128,1.5,Vegetables,20,0.17,Rain
0,73,19,37.83581960062012,60.51461500400498,4.2407175527109455,85.7623888418762,pigeonpeas,Central,Red,Kharif,1074,120,Drip,Medium,Medium,62,1.0,Rice,17,0.97,Rain
17,140,200,18.70660016589519,77.91935508854975,6.507408837798101,81.42603637413106,grapes,Southern,Loamy,Perennial,16502,1058,Drip,Medium,High,224,2.3,Vegetables,1425,1.42,Canal
26,35,18,25.479168291484893,56.817066672751515,8.60806294211402,18.213337791432927,mothbeans,Western,Loamy Sand,Kharif,1039,77,Sprinkler,Medium,Low,22,1.0,Millet,15,1.24,Well
120,84,49,29.83765028826753,79.67790377615597,5.288476367816385,86.2076553404695,banana,Eastern,Alluvial,Perennial,28530,413,Drip,Medium,High,397,2.1,Vegetables,1696,0.74,Canal
39,131,199,24.309784584403797,77.66487765582927,5.713646431631778,107.914976431995,grapes,Southern,Loamy,Perennial,16464,941,Drip,Medium,High,331,2.3,Vegetables,1663,1.22,Canal
41,27,8,29.99305774065197,87.48579235891346,6.783827339355711,100.16457121264233,orange,Southern,Sandy Loam,Perennial,21286,907,Drip,Medium,High,315,2.2,Fallow,615,1.26,Well
35,20,8,19.393129748705125,93.85770115983217,7.364556058160375,96.19656425135575,orange,Central,Sandy Loam,Perennial,20020,1061,Drip,High,Medium,284,2.6,Fallow,691,0.91,Canal
8,28,31,30.89639257285161,48.906917860945185,6.597570780302489,142.57771233933119,mango,Western,Loamy,Perennial,10033,1630,Drip,Medium,Medium,350,3.7,Fallow,134,1.43,Well
55,68,18,32.953234947515014,68.369705722293,6.818670229868191,103.78621956736589,blackgram,Southern,Clay Loam,Kharif,1498,82,Flood,Medium,Low,37,2.2,Rice,19,1.27,Well
5,143,198,23.94604205039893,90.63408736288474,5.98930812688629,97.67436129580119,apple,Northern,Loamy,Perennial,28261,1230,Drip,Medium,Medium,276,2.8,Fallow,479,1.57,Reservoir
13,22,26,26.49611057537415,48.729641445566976,5.269357459500678,56.924669695914254,mango,Western,Red,Perennial,13414,1769,Flood,Medium,Medium,390,4.3,Fallow,107,1.53,River
33,39,30,28.573977515634535,48.720302631135205,5.901721478640775,54.95249816346859,mango,Southern,Red,Perennial,17425,1476,Flood,High,High,259,4.5,Fallow,115,1.42,Well
87,26,26,25.487316448407174,69.64126255317906,7.843774612284556,137.42581994347694,coffee,Western,Loamy,Perennial,2217,1306,Drip,Medium,Medium,241,2.4,Fallow,1641,3.57,Well
32,66,77,19.57243705462774,19.219544733364927,6.521686206807953,109.74426187081777,chickpea,Northern,Clay Loam,Rabi,1634,96,Flood,Medium,Medium,51,1.0,Rice,82,1.16,Well
31,42,17,30.954907115442506,85.58254965723665,7.070818257030126,44.16248817716603,mungbean,Central,Sandy Loam,Kharif,1129,73,Flood,Medium,Low,62,1.9,Rice,23,0.61,Canal
37,6,14,27.72275442777635,90.38547056446654,7.376833497662009,147.0378663573533,orange,Southern,Loamy,Perennial,17624,1214,Drip,High,Medium,236,3.2,Fallow,423,1.12,Reservoir
94,34,37,23.384372405495654,78.57566537835962,6.808051748113849,144.97390092084032,jute,Eastern,Loamy,Kharif,2541,130,Flood,Low,Medium,140,2.3,Vegetables,9,1.33,Rain
6,63,10,18.146341069840933,17.722041643858628,5.515289768461891,159.3987519957407,kidneybeans,Northern,Loamy,Summer,1494,105,Drip,Medium,Medium,53,1.1,Wheat,69,1.37,Canal
6,29,28,27.452126704896703,91.03001553590379,6.0533342681185,213.69354509006172,coconut,Southern,Sandy,Perennial,14327,1687,Drip,Low,High,239,2.6,Fallow,196,0.82,Rain
14,67,13,20.623951738432574,22.16872657584372,5.549541459305483,98.35416370007584,kidneybeans,Northern,Sandy Loam,Rabi,1501,86,Drip,Medium,Medium,71,2.7,Wheat,67,1.05,Well
91,52,41,27.249907643093486,79.39223495495588,5.9495113983879655,282.0813997972679,rice,Eastern,Clay,Monsoon,2228,114,Flood,Low,High,118,1.4,Vegetables,48,0.49,Canal
35,13,27,35.21350890038286,50.83812579539733,7.085412271312212,92.56363712586416,mango,Southern,Sandy Loam,Perennial,13973,1761,Drip,Medium,High,211,4.0,Fallow,125,1.86,Well
74,52,34,22.947427230757793,85.20023599615644,6.31046321309623,179.27618247515875,jute,Eastern,Loamy,Monsoon,3373,126,Flood,Low,Medium,116,3.4,Rice,8,1.52,River
10,28,31,27.28811618712686,96.1643161128343,6.602282037137247,219.7660657066944,coconut,Southern,Sandy Loam,Perennial,14909,1775,Flood,Low,High,256,1.7,Fallow,182,1.19,Canal
100,12,41,27.50350800705352,94.01178976971062,6.327865694224793,59.82926437104157,muskmelon,Northern,Sandy Loam,Summer,22592,109,Drip,Medium,Medium,140,1.3,Rice,2,0.36,Canal
7,56,16,29.20849298679872,65.83703179077892,7.284707774920231,40.39150832084631,lentil,Northern,Loamy,Winter,1714,120,Sprinkler,Low,Medium,34,1.9,Rice,42,0.85,Well
25,134,196,22.015553778907375,94.34782041098629,5.917339581991606,129.79849232953075,apple,Northern,Sandy Loam,Perennial,19405,1203,Sprinkler,Medium,High,256,3.2,Fallow,570,0.99,Reservoir
34,75,20,31.15025759094835,60.35707946370499,6.6212507763600446,90.58585355284427,blackgram,Central,Clay Loam,Kharif,1362,80,Flood,High,Low,48,1.9,Cotton,16,0.94,Well
47,56,22,29.414759658303232,61.62805793112886,7.166894349639184,72.29675201441736,blackgram,Central,Black,Kharif,1144,77,Flood,High,Low,54,1.8,Vegetables,18,1.3,Canal
56,55,15,29.450413628396277,67.61422729215354,6.892787248473473,41.829052638316355,blackgram,Central,Black,Rabi,1211,87,Flood,Medium,Low,38,1.2,Vegetables,16,0.93,Well
70,61,35,23.707826977727088,78.23885629191065,7.66737166398591,142.88440785913616,jute,Eastern,Loamy,Kharif,2792,103,Flood,Medium,Medium,95,2.6,Pulses,10,1.17,River
22,24,13,19.498845283661847,90.6121946094658,5.979120809717734,71.42062106177505,orange,Southern,Sandy Loam,Perennial,14995,1240,Drip,Medium,Medium,279,3.4,Fallow,484,1.22,Reservoir
26,11,35,29.77298466435232,100.0,5.798198987636654,198.41717432516475,coconut,Southern,Sandy Loam,Perennial,10904,1661,Drip,High,High,263,3.0,Fallow,171,0.98,Rain
90,5,55,29.785044978770422,91.68322613823494,5.66051977359687,23.30645257263641,muskmelon,Western,Sandy,Summer,22790,120,Sprinkler,Low,Medium,134,1.1,Fallow,3,0.52,Well
116,9,55,28.201443377523557,92.00166835259456,6.974824035687923,14.83071425259897,muskmelon,Western,Sandy,Summer,15222,98,Sprinkler,Low,Medium,169,1.3,Fallow,3,0.46,Well
32,5,30,29.43984662057158,86.81253964064692,5.848260495711689,132.4283318627451,coconut,Southern,Sandy Loam,Perennial,14319,1752,Drip,Low,Medium,244,2.0,Fallow,175,0.87,Rain
23,148,200,20.187121211702625,83.53618431265501,6.888990067941215,58.22405772671792,grapes,Southern,Loamy,Perennial,19268,760,Drip,High,Medium,296,2.9,Fallow,1712,1.8,Well
105,35,23,23.70253886753098,65.80707840490648,6.605901150729394,203.82750078494715,coffee,Southern,Sandy Loam,Perennial,1601,1239,Sprinkler,High,Medium,223,2.9,Fallow,1581,3.8,Rain
12,5,44,24.197261149281818,89.97773028444851,6.731047987727173,101.27852259135992,pomegranate,Southern,Sandy Loam,Perennial,17165,372,Drip,Medium,Medium,211,1.6,Fallow,2,1.59,Well
99,33,16,23.398713344615533,78.38421691701869,7.838269496208783,108.13931661124424,cotton,Southern,Sandy Loam,Monsoon,1919,181,Flood,Medium,Medium,158,1.8,Pulses,18,1.85,Canal
6,62,20,26.19603001496365,84.04432628593953,7.026697460869735,78.34312553705297,mungbean,Northern,Loamy,Spring,1413,72,Sprinkler,Low,Medium,46,1.9,Rice,20,1.07,Rain
33,71,41,41.91915360643637,85.84554984004261,6.599782031969177,239.61889015756958,papaya,Eastern,Loamy,Perennial,30383,344,Drip,Medium,High,334,4.2,Fallow,2159,1.04,Canal
30,71,14,30.730731469253676,66.20117539186023,6.389720125378101,19.573099824712493,lentil,Central,Loamy,Winter,1467,118,Drip,Medium,Low,30,1.1,Fallow,44,1.01,Well
19,68,25,19.342433274253167,48.604054514438154,5.068044323025316,177.3534927026202,pigeonpeas,Central,Red,Kharif,1694,128,Drip,High,Medium,55,2.1,Rice,20,0.68,Rain
0,127,200,20.635187316660215,89.5574689999205,6.093347782312105,76.01767416892272,apple,Northern,Loamy,Perennial,17128,1493,Drip,High,Medium,259,3.0,Fallow,473,1.2,Well
20,23,28,30.740544162982,52.3918603358244,5.1863499115928,104.01762112070978,mango,Western,Loamy,Perennial,13340,1530,Flood,Medium,High,386,1.9,Fallow,134,1.4,Canal
87,60,23,26.16421569620099,68.00080316333947,6.264447404934541,55.0209141080327,maize,Northern,Sandy Loam,Kharif,3638,100,Sprinkler,Medium,High,162,1.6,Cotton,21,0.32,Rain
98,36,23,22.01926953036048,73.99861979974432,7.126370594072194,98.3181712134575,cotton,Southern,Loamy,Kharif,2076,178,Flood,High,High,215,2.6,Maize,17,2.55,Canal
41,78,83,21.600918601709758,12.871557889655222,7.961997143317454,97.33022478573733,chickpea,Northern,Loamy,Rabi,1439,109,Flood,Low,Medium,43,0.9,Wheat,83,1.03,Rain
44,55,28,25.849315199005098,62.098444545789285,6.571848641429311,66.33961828680553,blackgram,Central,Clay Loam,Kharif,1233,87,Flood,High,Low,39,2.3,Cotton,17,1.27,Rain
102,18,52,29.921797200729834,91.80320052341534,6.54953637349801,0.0,muskmelon,Northern,Sandy Loam,Summer,21604,105,Drip,Medium,High,118,2.0,Rice,3,0.35,Well
16,74,19,23.567157878906794,44.221390793187524,5.268868959657677,111.40821765155636,pigeonpeas,Central,Loamy,Monsoon,1363,163,Flood,Medium,Medium,33,1.5,Fallow,18,0.84,Well
95,70,49,25.302465867276,82.90996878386869,5.789710816785262,109.54988336854146,banana,Eastern,Loamy,Perennial,37066,362,Drip,Medium,High,445,4.7,Vegetables,1633,0.53,Well
110,38,31,25.535170128554462,66.70071041950231,6.5463082398903545,174.67936958509603,coffee,Western,Red,Perennial,2181,1370,Drip,High,High,297,3.5,Fallow,1630,4.33,Well
9,62,26,17.1843467425201,20.261351077854723,6.0774840564177115,159.359765621239,kidneybeans,Northern,Loamy,Rabi,1891,104,Drip,Medium,Medium,40,1.9,Maize,64,0.87,Canal
25,142,200,23.711565649866692,97.9470817035236,5.876251949402031,107.95292701711145,apple,Northern,Sandy Loam,Perennial,19535,1783,Drip,High,Medium,186,3.6,Fallow,600,1.45,Well
81,16,41,27.87824253873491,85.75575291692,7.059706729041094,71.96876324400091,watermelon,Western,Sandy Loam,Spring,20159,107,Sprinkler,Low,Medium,151,2.7,Fallow,3,0.27,Well
50,66,17,26.392377489622252,64.47662661950572,6.673047601019336,75.41951030624071,blackgram,Central,Black,Kharif,1362,89,Flood,High,Low,63,2.1,Cotton,20,1.18,Canal
41,72,80,18.580626358942094,18.515969222966323,6.9078442327248295,107.45906517366748,chickpea,Central,Clay Loam,Rabi,1317,90,Sprinkler,Low,Medium,59,2.1,Rice,87,0.81,Well
33,5,13,24.56130288016078,96.4570647991386,7.706407659710114,92.24286273085619,orange,Southern,Loamy,Perennial,23473,1366,Drip,High,High,230,1.6,Fallow,477,1.45,Reservoir
38,60,28,21.645332549895564,16.701135111414708,5.967728223714904,141.8290004789587,kidneybeans,Western,Sandy Loam,Rabi,1572,89,Sprinkler,Medium,Low,63,2.4,Wheat,79,0.85,Canal
68,37,32,23.65464493205957,78.9002778357021,7.141976974077231,125.24713466733147,jute,Northern,Alluvial,Kharif,3456,127,Flood,Medium,Medium,101,3.4,Pulses,10,0.97,River
72,58,13,20.936465409176307,62.53293294482785,6.140052859566899,97.55854205116819,maize,Central,Loamy,Rabi,8000,104,Sprinkler,Low,High,177,1.9,Cotton,20,0.22,Well
12,73,14,19.782157902973516,25.92912713921382,5.6933792117716715,65.21478482588915,kidneybeans,Western,Loamy,Rabi,1658,99,Sprinkler,Low,Low,66,2.3,Maize,73,1.29,Canal
13,30,23,32.86949985258209,49.82882827942439,4.636183650398619,60.02386832259994,mango,Southern,Red,Perennial,21917,1744,Flood,Medium,High,235,4.1,Fallow,100,1.06,River
117,27,27,21.97642033588005,49.061174345613445,6.384376385182152,105.28063854440563,coffee,Western,Loamy,Perennial,1758,1286,Drip,Medium,Medium,173,3.9,Fallow,1653,2.2,Well
80,14,53,30.80784295576037,93.92742840352994,6.189848683367468,19.27061415625038,muskmelon,Western,Sandy Loam,Summer,24481,111,Sprinkler,Medium,High,178,2.4,Vegetables,3,0.57,Canal
114,5,53,28.24353658119457,89.25498612361824,6.772588115037768,11.607432376887132,watermelon,Western,Sandy,Summer,18695,83,Drip,Medium,High,152,1.7,Vegetables,2,0.42,Canal
114,22,33,25.183360837600656,65.90654891779567,6.760573682233302,142.6942311626848,coffee,Southern,Red,Perennial,2288,1416,Drip,Medium,High,277,3.7,Fallow,1445,3.77,Reservoir
76,62,26,16.592113741663415,73.23066959660459,6.041308716612601,48.15275944097988,maize,Southern,Sandy Loam,Kharif,3027,93,Sprinkler,Low,High,182,3.2,Rice,24,0.25,Rain
12,30,30,29.104105366621635,44.872792234057684,6.529136313887298,96.72524388163109,mango,Western,Loamy,Perennial,23414,1525,Drip,High,Medium,260,2.7,Fallow,105,0.98,Well
74,37,43,24.949012371760546,74.02463536641987,7.099105194986599,201.28176911419206,jute,Eastern,Clay Loam,Kharif,2416,115,Flood,Medium,Medium,148,1.9,Rice,7,1.09,Rain
106,21,41,24.479482339360736,87.9839218529216,5.764634563139812,47.684986060329756,watermelon,Western,Sandy,Spring,25090,93,Drip,Medium,High,170,1.0,Fallow,2,0.44,Canal
78,29,55,24.091467220495662,88.66437784447204,6.221084423888592,9.152910838168069,watermelon,Southern,Sandy Loam,Summer,27649,87,Sprinkler,Low,Medium,175,2.6,Rice,3,0.24,River
31,134,200,25.563119634793644,92.1701074439099,6.621000363697849,141.20127573444324,apple,Northern,Sandy Loam,Perennial,27580,1786,Sprinkler,High,High,282,2.6,Fallow,460,1.18,Well
32,39,12,31.631384447603253,82.090693855664,5.9566018479619585,25.273870673057594,mungbean,Northern,Sandy Loam,Kharif,1216,73,Flood,Low,Medium,45,1.1,Vegetables,15,1.02,Canal
